Client Code,TradeDate,Segment,ScripName,ScripCode,Strike Price,ExpiryDate,ISIN,BuyQty,BuyPrice,BuyAmount,SellQty,SellPrice,SellAmount,Ord,
105629,28/01/2022,CASH,BIRLASOFT LIMITED,,0,,INE836A01035,1,445.00,445.00,0,0.00,0.00,10000,
105629,09/02/2022,CASH,BIRLASOFT LIMITED,,0,,INE836A01035,2,456.00,912.00,0,0.00,0.00,10000,
105629,18/04/2022,CASH,BIRLASOFT LIMITED,,0,,INE836A01035,3,437.00,1311.00,0,0.00,0.00,10000,
105629,21/04/2022,CASH,BIRLASOFT LIMITED,,0,,INE836A01035,1,422.00,422.00,0,0.00,0.00,1650511,
105629,25/04/2022,CASH,BIRLASOFT LIMITED,,0,,INE836A01035,2,412.00,824.00,0,0.00,0.00,1650857,
105629,09/05/2022,CASH,BIRLASOFT LIMITED,,0,,INE836A01035,2,386.00,772.00,0,0.00,0.00,1652078,
105629,21/07/2020,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3908.00,3908.00,0,0.00,0.00,1595302,
105629,23/10/2020,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3450.00,3450.00,0,0.00,0.00,10000,
105629,31/12/2020,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3571.00,3571.00,0,0.00,0.00,10000,
105629,06/01/2021,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3540.00,3540.00,0,0.00,0.00,10000,
105629,29/01/2021,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3550.00,3550.00,0,0.00,0.00,10000,
105629,28/04/2021,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3490.00,3490.00,0,0.00,0.00,10000,
105629,09/09/2022,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3645.65,3645.65,0,0.00,0.00,10000,
105629,09/09/2022,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,3644.50,3644.50,0,0.00,0.00,10000,
105629,08/06/2023,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,4874.00,4874.00,0,0.00,0.00,1686204,
105629,14/06/2023,CASH,BRITANNIA INDUSTRIES LTD.,,0,,INE216A01030,1,4962.00,4962.00,0,0.00,0.00,1686713,
105629,21/10/2021,CASH,CANARA BANK,,0,,INE476A01022,0,0.00,0.00,10,197.00,1970.00,10000,
105629,17/12/2021,CASH,CANARA BANK,,0,,INE476A01022,5,202.00,1010.00,0,0.00,0.00,10000,
105629,20/12/2021,CASH,CANARA BANK,,0,,INE476A01022,5,190.80,954.00,0,0.00,0.00,10000,
105629,22/12/2021,CASH,CANARA BANK,,0,,INE476A01022,5,198.00,990.00,0,0.00,0.00,10000,
105629,22/03/2022,CASH,CANARA BANK,,0,,INE476A01022,10,224.50,2245.00,0,0.00,0.00,10000,
105629,10/05/2022,CASH,CANARA BANK,,0,,INE476A01022,5,202.00,1010.00,0,0.00,0.00,10000,
105629,17/05/2022,CASH,CANARA BANK,,0,,INE476A01022,3,197.00,591.00,0,0.00,0.00,1652758,
105629,18/05/2022,CASH,CANARA BANK,,0,,INE476A01022,5,199.00,995.00,0,0.00,0.00,1652857,
105629,18/08/2022,CASH,CANARA BANK,,0,,INE476A01022,2,239.90,479.80,0,0.00,0.00,10000,
105629,07/09/2022,CASH,CANARA BANK,,0,,INE476A01022,1,241.00,241.00,0,0.00,0.00,10000,
105629,23/09/2022,CASH,CANARA BANK,,0,,INE476A01022,2,229.00,458.00,0,0.00,0.00,10000,
105629,06/12/2022,CASH,CANARA BANK,,0,,INE476A01022,5,322.00,1610.00,0,0.00,0.00,10000,
105629,12/05/2023,CASH,CANARA BANK,,0,,INE476A01022,5,298.00,1490.00,0,0.00,0.00,1683862,
105629,16/09/2020,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,5,280.00,1400.00,0,0.00,0.00,10000,
105629,05/10/2021,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,879.00,879.00,0,0.00,0.00,10000,
105629,14/10/2021,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,890.00,890.00,0,0.00,0.00,10000,
105629,25/11/2021,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,970.00,970.00,0,0.00,0.00,10000,
105629,20/12/2021,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,878.50,878.50,0,0.00,0.00,10000,
105629,27/01/2022,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,825.00,825.00,0,0.00,0.00,10000,
105629,11/02/2022,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,857.00,857.00,0,0.00,0.00,10000,
105629,11/03/2022,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,780.00,780.00,0,0.00,0.00,10000,
105629,14/03/2022,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,800.00,800.00,0,0.00,0.00,10000,
105629,19/08/2022,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,1,809.00,809.00,0,0.00,0.00,10000,
105629,01/09/2022,CASH,CARBORUNDUM UNIVERSAL LTD.,,0,,INE120A01034,2,840.00,1680.00,0,0.00,0.00,10000,
105629,30/07/2020,CASH,CENTRAL BANK OF INDIA,,0,,INE483A01010,50,18.50,925.00,0,0.00,0.00,10000,
105629,19/08/2020,CASH,CENTRAL BANK OF INDIA,,0,,INE483A01010,0,0.00,0.00,50,18.00,900.00,10000,
105629,12/07/2021,CASH,"CENTRAL DEPO SER
(I) LTD",,0,,INE736A01011,2,1075.00,2150.00,0,0.00,0.00,10000,
105629,02/05/2022,CASH,"CENTRAL DEPO SER
(I) LTD",,0,,INE736A01011,1,1314.00,1314.00,0,0.00,0.00,10000,
105629,02/05/2022,CASH,"CENTRAL DEPO SER
(I) LTD",,0,,INE736A01011,1,1313.00,1313.00,0,0.00,0.00,10000,
105629,18/05/2023,CASH,"CENTRAL DEPO SER
(I) LTD",,0,,INE736A01011,0,0.00,0.00,6,990.00,5940.00,10000,
105629,04/09/2020,CASH,Central Depository Services (India) Limited,,0,,INE736A01011,1,460.00,460.00,0,0.00,0.00,10000,
105629,08/09/2020,CASH,Central Depository Services (India) Limited,,0,,INE736A01011,1,450.00,450.00,0,0.00,0.00,10000,
105629,03/11/2021,CASH,CG Power and Industrial Soluti,,0,,INE067A01029,0,0.00,0.00,10,163.40,1634.00,1635910,
105629,17/07/2020,CASH,COAL INDIA LTD.,,0,,INE522F01014,10,129.90,1299.00,0,0.00,0.00,10000,
105629,14/11/2020,CASH,COAL INDIA LTD.,,0,,INE522F01014,0,0.00,0.00,10,127.20,1272.00,10000,
